annotation_row_id,query_id,query_text,doc_id,headline,snippet,shuffle_position
R054_111342,R054,Pakistan mein mehngai kam kyun nahi ho rahi aur aam admi par asar kya hai,111342,عام ادمی کیلیے اپنی چھت کا حصول مشکل ہو گیا,ریئل اسٹیٹ سیکٹر میں غیرملکی سرمایہ کاری 25فیصد اور ٹرانزیکشنز 75 فیصد گھٹ گئیں فوٹوفائل کراچیایف بی ار کی جانب سے جائیداد کی ایف بی ار ویلیومیں حالیہ اضافے کے بعد عام ادمی کے لیے اپنی چھت کاحصول مشکل جبکہ نئی صنعت کے قیام کی لاگت دگنی ہوگئی ہے نئی ایف بی ار ویلیوایشن کے نتیجے میں گھروں اورکراچی کے 3انڈسٹریل زونزمیں نئ,10
R054_48092,R054,Pakistan mein mehngai kam kyun nahi ho rahi aur aam admi par asar kya hai,48092,سلطان راہی کی 24ویں برسی منائی جا رہی ہے,لاہور 92 نیوز فن کا سلطان راہی اج اس دنیا میں موجود نہیں مگر ان کی جانداراداکاری کی بازگشت اج بھی سنائی دیتی ہے ان کے مداح اج ان کی 24ویں برسی منارہے ہیں پاکستان میں فن کاسلطان ایک ہی شخص کہلایا جسے سلطان راہی کے نام سے یاد کیا جاتاہے 41 سال تک فلموں کی کامیابی کی ضمانت سمجھے جانے والے سلطان راہی 24 جون 1938 کو اترپردی,11
R054_101547,R054,Pakistan mein mehngai kam kyun nahi ho rahi aur aam admi par asar kya hai,101547,خیبرپختونخوا اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی,محکمہ اثار قدیمہ خیبرپختونخوا نےتاریخی عمارات اور اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی عائد کر دی فوٹو شوٹ کرنے والوں سے 30 ہزار روپے تک فیس وصولی پر غور کیا جارہا ہے محکمہ اثار قدیمہ خیبرپختونخوا برائیڈل فوٹو شوٹ سے پریشان ہے جس پر تاریخی عمارات اور اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی عائد کر دی گئی ہے سیٹھ,12
R055_30560,R055,psl 2026 playoff schedule kab announce hoga,30560,فٹ بال ورلڈکپ2026 کیلئے 48 ٹیموں کی منظوری,فٹ بال کی عالمی گورننگ باڈی فیفا نے ورلڈکپ 2026 میں 32 کے بجائے 48 ٹیموں کو شامل کرنے کے فیصلے کی منظوری دے دی ہے48 ٹیموں کو 16 گروپوں میں تقسیم کیا جائے گا اور ہر گروپ میں تین تین ٹیموں کو رکھا جائے گا 32 ٹیمیں ناک مرحلے میں داخل ہوں گی جبکہ 64 کے بجائے 80 میچز ہوں گے لیکن ٹورنامنٹ کا دورانیہ وہی 32 دن کا ہوگا اور ہر ,1
R055_55132,R055,psl 2026 playoff schedule kab announce hoga,55132,فٹبال ورلڈکپ2026 امریکامیکسیکو اورکینیڈاکو مشترکہ میزبانی سونپ دی گئی,ماسکو14جون 2016 فٹبال ورلڈکپ2026 کے امریکامیکسیکو اورکینیڈامیں مشترک میزبان ہوں گے مشترک میزبانوں کوفیفاکانگریس میں134 اورمراکش کو65 ووٹ ملے ٹورنامنٹ میں ریکارڈ 48 ممالک شرکت کریں گے ماسکوروس میں گذشتہ روز فٹبال کی عالمی تنظیم فیفاکی68 ویں کانگریس منعقد ہوئیجس میں ارکان نےفٹبالورلڈکپ2026 کی میزبانی کےلئے ووٹ دیئے اپریل,2
R055_26590,R055,psl 2026 playoff schedule kab announce hoga,26590,بھارت کو فیفا کونسل کی رکنیت مل گئی ورلڈ کپ 2026 پر نظریں مرکوز,بھارتی فٹ بال فیڈریشن کے صدر پرافل پٹیل کو فیفا کی طاقتور کونسل کی رکنیت ملنے کے بعد نئی دہلی نے فٹ بال ورلڈ کپ 2026 کا حصہ بننے کی جانب نظریں مرکوز کر لی ہیںغیر ملکی خبر رساں ادارے اے ایف پی کے مطابق فیفا کونسل کی رکنیت ملنے کے بعد پرافل پٹیل نے امید ظاہر کی کہ اگلے مرحلے میں تمام تر توجہ ورلڈ کپ میں کوالیفائی کرنے کے,3
R055_27102,R055,psl 2026 playoff schedule kab announce hoga,27102,طالبان کی میسی جونیئر کو قتل یا اغوا کی دھمکی,کابل پلاسٹک بیگ سے بنی لیونل میسی کی شرٹ پہن کر دنیا بھر میں مشہور ہونے والے افغانی بچے کی جان کو خطرات لاحق ہیں اور طالبان کی جانب سے انہیں جان سے مارنے یا اغوا کرنے کی دھمکی دی گئی ہےدو سال قبل میسی کے سالہ مداح مرتضی احمدی کی تصویر سماجی رابطے کی ویب سائٹس پر پوری دنیا میں مقبول ہوئی تھی جس میں انھیں پلاسٹک کی تھیلی,4
R055_18668,R055,psl 2026 playoff schedule kab announce hoga,18668,کعب اللہ کا غلاف,ہرسال کی طرح اس سال بھی کعب اللہ کا غلاف تبدیل کیا گیا نو ذوالحج کو بیت اللہ میں غلاف کعبہ تبدیل کیا جاتا ہے غلاف کعبہ کو عربی میں کسو الکعبہ کہا جاتا ہے جس کی تبدیلی کاعمل چھ گھنٹوں میں مکمل ہوا خانہ کعبہ کے غلاف کی تبدیلی نماز فجر کے بعد شروع ہوئی اور اس کی تیاری میں روایتی طور پر اس سال بھی 150 کلو گرام چاندی اور سو,5
R055_84126,R055,psl 2026 playoff schedule kab announce hoga,84126,فٹبال ورلڈکپ2026 کی میزبانی امریکا کینیڈا اور میکسیکو کو مل گئی,تاریخ کے سب سے بڑے فٹبال ورلڈکپ 2026 کی میزبانی امریکا کینیڈا اور میکسیکو مشترکہ طور پر کریں گےروس میں فیفا ورلڈکپ 2018 کا اغاز کل سے ہو گا لیکن اس سے قبل وہیں 2026 ورلڈ کپ فٹبال کے میزبان کا بھی فیصلہ ہو گیا ماسکو میں ہونے والے فیفا کانگریس میں امریکا کینیڈا اور میکسیکو کو 134 ووٹ ملے جب کہ مراکش کے حصے میں 65 ووٹ ئے2,6
R055_31206,R055,psl 2026 playoff schedule kab announce hoga,31206,48 ٹیموں کا فیفا ورلڈ کپ کرانے کی تجویز,فیفا کے صدر گیانی انفنٹینو نے ورلڈ کپ میں توسیع کیلئے اس میں 48 ٹیمیں شامل کرنے کی تجویز پیش کی ہے جس پر 2026 میں عمل درمد کیا جا سکتا ہےگیانی انفنٹینو نے 2026 ورلڈ کپ میں 48 ٹیموں کی شرکت کی تجویز کی تفصیلات بتاتے ہوئے کہا کہ ابتدائی پلے رانڈ میں 16 ٹیمیں صرف ایک میچ کھیل کر وطن واپس لوٹ جائیں گی اور 16 فاتح ٹیمیں ایو,7
R056_84542,R056,shaheen shah afridi ki bowling form ka kya haal hai,84542,شاہین شاہ فریدی کو اسٹریلوی بگ بیش لیگ کی ٹیموں کیجانب سے کھیلنے کی پیشکش,شارجہ پاکستان سپر لیگ کی فرنچائز لاہور قلندرز کے نوجوان فاسٹ بولر شاہین شاہ فریدی کی کارکردگی سے غیرملکی ٹیمیں بھی متاثر ہوگئیں اور انہیں اسٹریلوی بگ بیش لیگ کی دو ٹیموں کی جانب سے کھیلنے کی پیشکش ہوئی ہےذرائع کے مطابق 17 سالہ لیفٹ ارم فاسٹ بولر شاہین شاہ فریدی کو بگ بیش کی ٹیموں سے فرز ہیں اور نوجوان فاسٹ بولر کی دونو,1
R056_80972,R056,shaheen shah afridi ki bowling form ka kya haal hai,80972,شاہین شاہ فریدی نے غلطی تسلیم کر لی,بائیں ہاتھ کے فاسٹ بولر شاہین شاہ فریدی کا کہنا ہے کہ عالمی وبا کورونا وائرس کے دور میں انہوں نے گرانڈ میں ساتھی کرکٹرز کے ساتھ ٹریننگ کر کے غلطی کی لیکن اب سب ایس او اوپیز پر مکمل عمل کر رہے ہیں شاہین شاہ فریدی ٹیسٹ 19 ون ڈے میچز اور 12 ٹی ٹوئنٹی میچز میں پاکستان کی نمائندگی کر چکے ہیں تینوں فارمیٹ کا مستقل حصہ ہونے ک,2
R056_81227,R056,shaheen shah afridi ki bowling form ka kya haal hai,81227,بابر اعظم کو اٹ نہ کر سکنے کا افسوس ہے شاہین افریدی,فاسٹ بولر شاہین شاہ فریدی ورلڈ کلاس بیٹسمین بابر اعظم کو پاکستان سپر لیگ میں وٹ نہ کرنے کی وجہ سے افسردہ ہیںشاہین شاہ افریدی کا کہنا ہے کہ بابر اعظم نے وکٹ لینے کا موقع ہی نہیں دیا مگر ئندہ جب بھی منا سامنا ہوا وہ بابر اعظم کی وکٹ حاصل کرنے کی کوشش کریں گےفاسٹ بولر شاہین شاہ فریدی نے پی ایس ایل ایل فائیو میں لاہور قلند,3
R056_43214,R056,shaheen shah afridi ki bowling form ka kya haal hai,43214,ابوظہبی شاہین شاہ افریدی کو ٹیسٹ کیپ مل گئی,ابو ظہبی 92 نیوز پاکستان کرکٹ ٹیم کے نوجوان شاہین کو ٹیسٹ کیپ مل گئی شاہین شاہ افریدی کو ٹیسٹ کیپ ابوظہبی میں نیوزی لینڈ کےخلاف تیسرے ٹیسٹ میچ سے قبل دی گئی شاہین شاہ افریدی ون ڈے اور ٹی 20 فارمیٹ میں کامیابی کے جھنڈے گاڑ چکے ہیں اور متعددمیچز میں پاکستان کی فتح میں اہم کردار ادا کر چکے ہیں,4
R056_43935,R056,shaheen shah afridi ki bowling form ka kya haal hai,43935,نوجوان کھلاڑی شاہین افریدی نے ویسٹ انڈیز کیخلاف ڈیبیو کردیا,کراچی 92 نیوز پاکستان اور ویسٹ انڈیز کے مابین کھیلے جانے والی مختصر فارمیٹ کی سیریز کے تیسرے اور اخری میچ میں نوجوان کھلاڑی شاہین افریدی کو ڈیبیو کرا دیا گیاسابق کپتان اور سوئنگ کے سلطان وسیم اکرم نے نوجوان کھلاڑی کوڈیبیو کیپ پہنائی شاہین افریدی کی عمر 18 سال جب کہ ان کا تعلق خیبر ایجنسی کے علاقے سے ہے,5
R056_84596,R056,shaheen shah afridi ki bowling form ka kya haal hai,84596,مستقبل کے لیے شاہین افریدی کی صلاحیتوں کو نکھارنے کی ضرورت ہے ٹام موڈی,دبئی سابق اسٹریلوی کرکٹر اور پی ایس ایل میں ملتان سلطانز کے ہیڈ کوچ ٹام موڈی نے لاہور قلندرز کی نمائندگی کرنے والے نوجوان فاسٹ بولر شاہین شاہ افریدی کو پاکستان کرکٹ کا مستقبل قرار دے دیالاہور قلندرز کے خلاف میچ میں ملتان کی شکست کے بعد صحافیوں سے گفتگو کرتے ہوئے ٹام موڈی نے کہا کہ انے والے وقت کے لیے شاہین افریدی کی صل,6
R056_24851,R056,shaheen shah afridi ki bowling form ka kya haal hai,24851,شاہین شاہ افریدی کا ٹی ٹوئنٹی میں مرتبہ وکٹیں حاصل کرنے کا ریکارڈ,پاکستانی کرکٹ ٹیم کے فاسٹ بالر شاہین شاہ افریدی نے نیشنل ٹی ٹوئنٹی کپ کے میچ میں سندھ کے خلاف 21 رنز کے عوض وکٹیں حاصل کیں اور سب سے کم میچوں میں مرتبہ وکٹیں لینے کا ریکارڈ بنا لیاملتان اسٹیڈیم میں شاہین شاہ افریدی اپنی نپی تلی بالنگ کے ذریعے سندھ کے بلے بازوں کو پویلین کی راہ دکھاتے رہے اور ریکارڈ بھی بنالیا شاہین شاہ,7
R056_42656,R056,shaheen shah afridi ki bowling form ka kya haal hai,42656,شاہین شاہ افریدی کی فارم میں واپسی وسیم اکرم نے ٹپس دیں,برمنگھم 92 نیوز شاہین شاہ افریدی کی فارم میں واپسی اور عمدہ بالنگ کا راز کھل کر سامنے گیا اس شاندار بالنگ کی وجہ کوئی اور نہیں بلکہ پاکستان کے سابق کپتان وسیم اکرم ہیںسوئنگ کے سلطان نے شاہین کوٹپس دیں نیوزی لینڈ کیخلاف میچ سے قبل ماضی کے عظیم ال رانڈر وسیم اکرم نےشاہین فریدی کو مشورہ دیا تھا کہ وہ فل لینتھ پر گیندیں زی,8
R056_98120,R056,shaheen shah afridi ki bowling form ka kya haal hai,98120,حریم شاہ سے قومی کرکٹر بھی محفوظ نہ رہے,ٹک ٹاک سے مقبولیت حاصل کرنے والی حریم شاہ نے سیاسی رہنماں اور متعدد شخصیات کے بعد اب قومی کرکٹ ٹیم کے ایک اہم کھلاڑی کی ویڈیو بھی لیک کر دیحریم شاہ نے مائیکرو بلاگنگ سائٹ ٹوئٹر کے ذریعے قومی ٹیم کے نوجوان فاسٹ بولر شاہین شاہ افریدی کی ایک ویڈیو لیک کیٹک ٹاک اسٹار حریم شاہ نے ویڈیو شیئر کرنے کے ساتھ کیپشن کے ذریعے وضاحت,9
